1098.47 0.286677 0.493403 -10.032600
1108.47 0.291891 0.503031 -9.907900
1118.47 0.313351 0.542657 -9.782010
1128.47 0.331189 0.575593 -9.654970
1138.47 0.340999 0.593709 -9.526750
1148.47 0.272698 0.467591 -9.397380
1158.47 0.231314 0.391173 -9.266850
1168.47 0.211479 0.354551 -9.135150
1178.47 0.219226 0.368856 -9.002270
1188.47 0.25189 0.429168 -8.868240
1198.47 0.262585 0.448917 -8.733050
1208.47 0.243674 0.413998 -8.596680
1218.47 0.253981 0.43303 -8.459150
1228.47 0.284383 0.489168 -8.320470
1238.47 0.26463 0.452694 -8.180620
1248.47 0.2424 0.411645 -8.039600
1258.47 0.211435 0.354469 -7.897420
1268.47 0.172061 0.281764 -7.754070
1278.47 0.155902 0.251926 -7.609560
1288.47 0.153061 0.246681 -7.463880
1298.47 0.13339 0.21036 -7.317050
1308.47 0.160796 0.260963 -7.169040
1318.47 0.186145 0.307769 -7.019870
1328.47 0.194516 0.323227 -6.869540
1338.47 0.178938 0.294465 -6.718030
1348.47 0.14757 0.236545 -6.565370
1358.47 0.120042 0.185714 -6.411540
1368.47 0.106375 0.160476 -6.256560
1378.47 0.102623 0.153552 -6.100400
1388.47 0.102399 0.153136 -5.943090
1398.47 0.0989321 0.146733 -5.784590
1408.47 0.0951243 0.139703 -5.624950
1418.47 0.0894398 0.129206 -5.464140
1428.47 0.079332 0.11054 -5.302160
1438.47 0.0719404 0.0968926 -5.139020
1448.47 0.0722564 0.0974763 -4.974720
1458.47 0.0733643 0.0995222 -4.809240
1468.47 0.0739874 0.100673 -4.642610
1478.47 0.0623346 0.0791557 -4.474810
1488.47 0.0473264 0.0514431 -4.305850
1498.47 0.036434 0.0313303 -4.135710
1508.47 0.0320373 0.0232118 -3.964420
1518.47 0.0323508 0.0237906 -3.791960
1528.47 0.0394571 0.0369124 -3.618350
1538.47 0.0619815 0.0785037 -3.443560
1548.47 0.0913323 0.132701 -3.267610
1558.47 0.0909961 0.132078 -3.090500
1568.47 0.0808046 0.11326 -2.912220
1578.47 0.0796491 0.111127 -2.732770
1588.47 0.0834986 0.118234 -2.552170
1598.47 0.0612933 0.0772329 -2.370390
1608.47 0.0482816 0.0532068 -2.187450
