1098.47 0.206197 0.0526201 -10.032600
1108.47 0.211678 0.0540184 -9.907900
1118.47 0.226563 0.0578174 -9.782010
1128.47 0.240851 0.0614636 -9.654970
1138.47 0.241078 0.0615213 -9.526750
1148.47 0.191046 0.0487531 -9.397380
1158.47 0.163742 0.0417861 -9.266850
1168.47 0.151871 0.0387561 -9.135150
1178.47 0.159171 0.0406197 -9.002270
1188.47 0.183909 0.0469325 -8.868240
1198.47 0.205424 0.0524221 -8.733050
1208.47 0.196858 0.0502369 -8.596680
1218.47 0.205974 0.0525629 -8.459150
1228.47 0.231755 0.059142 -8.320470
1238.47 0.210281 0.0536622 -8.180620
1248.47 0.193063 0.0492683 -8.039600
1258.47 0.165868 0.042328 -7.897420
1268.47 0.136202 0.0347578 -7.754070
1278.47 0.127598 0.0325625 -7.609560
1288.47 0.119263 0.0304346 -7.463880
1298.47 0.108023 0.0275667 -7.317050
1308.47 0.158063 0.0350668 -7.169040
1318.47 0.162229 0.0367176 -7.019870
1328.47 0.163422 0.0384979 -6.869540
1338.47 0.179691 0.0423295 -6.718030
1348.47 0.120004 0.0271617 -6.565370
1358.47 0.0763038 0.0162646 -6.411540
1368.47 0.0698818 0.0185613 -6.256560
1378.47 0.072357 0.0188379 -6.100400
1388.47 0.0825428 0.0198376 -5.943090
1398.47 0.0739709 0.0170804 -5.784590
1408.47 0.0677693 0.0202948 -5.624950
1418.47 0.0588577 0.0172769 -5.464140
1428.47 0.0476261 0.0134314 -5.302160
1438.47 0.0611335 0.0132941 -5.139020
1448.47 0.067613 0.0179583 -4.974720
1458.47 0.051866 0.0164928 -4.809240
1468.47 0.0477901 0.0129497 -4.642610
1478.47 0.0369097 0.0102034 -4.474810
1488.47 0.0323936 0.00676818 -4.305850
1498.47 0.0276957 0.00614434 -4.135710
1508.47 0.0290338 0.00711865 -3.964420
1518.47 0.0442779 0.0102241 -3.791960
1528.47 0.0587084 0.0159086 -3.618350
1538.47 0.0678797 0.021585 -3.443560
1548.47 0.0661556 0.0202119 -3.267610
1558.47 0.0660825 0.0149569 -3.090500
1568.47 0.065911 0.0178601 -2.912220
1578.47 0.0624907 0.0172754 -2.732770
1588.47 0.0488277 0.0182202 -2.552170
1598.47 0.0389864 0.0101503 -2.370390
1608.47 0.0391579 0.0114944 -2.187450
1618.47 0.0568526 0.0136637 -2.003360
1628.47 0.0552993 0.0141122 -1.818080
1638.47 0.0377397 0.0102265 -1.631650
1648.47 0.026988 0.00610836 -1.444060
1658.47 0.0234416 0.0055222 -1.255310
1668.47 0.0256398 0.00525094 -1.065380
1678.47 0.0284703 0.00496861 -0.874298
1688.47 0.0267544 0.0060555 -0.682053
1698.47 0.0313079 0.0112248 -0.488632
1708.47 0.0419922 0.0111538 -0.294052
1718.47 0.0530463 0.0140896 -0.098297
1728.47 0.0497841 0.0119649 0.098602
1738.47 0.0480986 0.0125223 0.296677
1748.47 0.0494774 0.0123765 0.495911
1758.47 0.0378879 0.0106858 0.696320
1768.47 0.0348939 0.00789775 0.897888
1778.47 0.0274817 0.00622006 1.100620
1788.47 0.0316937 0.00893862 1.304520
1798.47 0.0262375 0.00710966 1.509570
1808.47 0.0233318 0.00632229 1.715810
1818.47 0.0256114 0.00766984 1.923190
1828.47 0.0277291 0.00936283 2.131740
1838.47 0.036691 0.00766599 2.341460
1848.47 0.0412601 0.00915372 2.552340
1858.47 0.0467724 0.0124229 2.764390
1868.47 0.0413084 0.0128756 2.977600
1878.47 0.0381836 0.00994125 3.191970
1888.47 0.0267844 0.00740442 3.407520
1898.47 0.0261653 0.0065449 3.624220
1908.47 0.0212457 0.00649101 3.842090
1918.47 0.0243374 0.0050849 4.061110
1928.47 0.0213684 0.00523926 4.281310
1938.47 0.0337024 0.00637154 4.502670
1948.47 0.044609 0.00970083 4.725210
1958.47 0.0462792 0.0122922 4.948900
1968.47 0.0459575 0.0134907 5.173750
1978.47 0.062361 0.0194372 5.399770
1988.47 0.119289 0.0316845 5.626960
1998.47 0.0956965 0.0286585 5.855300
2008.47 0.0909243 0.0214185 6.084810
2018.47 0.0973243 0.0248362 6.315490
2028.47 0.114637 0.0298457 6.547340
2038.47 0.14581 0.0357499 6.780340
2048.47 0.159389 0.0390805 7.014510
2058.47 0.139936 0.0386849 7.249850
