1213.006656 -0.819840 -0.298898 -1.466854 1.405475 1.817942 4.856950
1220.008187 -0.800642 -0.224314 -1.429214 1.387443 1.828317 4.999339
1227.009717 -0.779773 -0.159581 -1.445933 1.307516 1.760373 4.988467
1234.011248 -0.839199 -0.250353 -1.464406 1.391409 1.764939 5.060612
1241.012779 -0.990797 -0.245894 -1.483351 1.465741 1.863874 4.959855
1248.014310 -1.174232 -0.346293 -1.552481 1.495146 1.882979 5.285678
1255.015840 -1.417443 -0.543523 -1.600021 1.519914 1.945349 5.465272
1262.017371 -1.646643 -0.623432 -1.677180 1.755085 2.200961 5.770062
1269.018902 -1.768836 -0.804196 -1.816981 1.834677 2.228718 6.104280
1276.020432 -1.984918 -1.040067 -1.964993 1.908994 2.359845 6.217207
1283.021963 -2.206372 -1.088249 -2.115934 2.015960 2.434775 6.404522
1290.023494 -2.372544 -1.218392 -2.171703 2.145554 2.615185 6.715973
1297.025024 -2.488738 -1.366366 -2.275007 2.219822 2.622647 6.960737
1304.026555 -2.697186 -1.461714 -2.352938 2.350288 2.739012 7.459008
1311.028086 -2.850011 -1.659584 -2.505024 2.434128 2.908896 7.424649
1318.029616 -3.046216 -1.784087 -2.596991 2.512050 2.977948 7.762271
1325.031147 -3.271186 -1.947011 -2.655231 2.674461 3.177808 8.058259
1332.032678 -3.459266 -2.145202 -2.832200 2.793985 3.276247 8.173728
1339.034209 -3.690232 -2.357779 -2.906871 2.908128 3.401675 8.386632
1346.035739 -4.037661 -2.598731 -3.070299 3.069044 3.504727 8.693677
1353.037270 -4.375820 -2.776803 -3.234176 3.245984 3.617524 8.940751
1360.038801 -4.719494 -3.090072 -3.414990 3.451478 3.790977 9.191994
1367.040331 -5.125733 -3.286165 -3.615690 3.628843 3.909700 9.458953
1374.041862 -5.463983 -3.612565 -3.795384 3.824705 4.070595 9.773064
1381.043393 -5.801823 -3.850363 -3.954749 3.953614 4.130184 10.159977
1388.044923 -6.183217 -4.104847 -4.138387 4.166286 4.361451 10.384424
1395.046454 -6.446040 -4.278135 -4.350182 4.244414 4.420426 10.671866
1402.047985 -6.707004 -4.504299 -4.439788 4.375632 4.533663 10.981321
1409.049516 -6.962586 -4.715793 -4.568024 4.475898 4.641626 11.235384
1416.051046 -7.222540 -4.897729 -4.708924 4.605759 4.819355 11.587926
1423.052577 -7.464475 -5.124663 -4.810530 4.732555 4.971360 11.825335
1430.054108 -7.748312 -5.394181 -4.937993 4.851245 5.142507 12.079485
1437.055638 -8.097807 -5.661639 -5.020745 4.913522 5.257320 12.371306
